term,crn,subject,course_number,title,unit_value,credits,instruction_mode,days,start_time,end_time,additional_days,additional_time,seats_available,instructor
202680,80051,ITAL,213Y.00,Language and Culture,0.5,4.0,,MWF,10:10,11:00,,,18,Dubrovic S
202680,80052,ITAL,321.00,Advanced Italian,0.5,4.0,,MWF,11:10,12:00,,,15,Dubrovic S
202680,80582,LATN,101Y.01,Elementary Latin,0.5,4.0,,MWF,09:10,10:00,,,22,Barich M
202680,80583,LATN,101Y.02,Elementary Latin,0.5,4.0,,MWF,11:10,12:00,,,22,Myers M
202680,80584,LATN,201.00,Intermediate Latin,0.5,4.0,,MWF,11:10,12:00,,,12,Izzo J
202680,80585,LATN,301.00,Advanced Latin: Roman Women,0.5,4.0,,TR,14:40,16:00,,,12,Serfass A
202680,80625,MATH,111.01,Calculus I,0.5,4.0,,MWF,10:10,11:00,,,25,Milnikel B
202680,80626,MATH,111.02,Calculus I,0.5,4.0,,MWF,11:10,12:00,,,25,Milnikel B
202680,80627,MATH,111.03,Calculus I,0.5,4.0,,MWF,12:10,13:00,,,25,Milnikel B
202680,80628,MATH,112.00,Calculus II,0.5,4.0,,MWF,11:10,12:00,,,25,Snipes M
202680,80629,MATH,128.00,Hist of Math in Islamic World,0.5,4.0,,MWF,09:10,10:00,,,16,Aydin N
202680,80630,MATH,212.00,Sequences and Series,0.25,2.0,,MWF,08:10,09:00,,,25,Aydin N
202680,80631,MATH,213.01,Multivariable Calculus,0.5,4.0,,MWF,13:10,14:00,,,25,Dr. Staff
202680,80632,MATH,213.02,Multivariable Calculus,0.5,4.0,,MWF,14:10,15:00,,,25,Dr. Staff
202680,80633,MATH,222.00,Foundations,0.5,4.0,,MWF,11:10,12:00,,,16,Aydin N
202680,80634,MATH,224.00,Linear Algebra,0.5,4.0,,MWF,13:10,14:00,,,25,Edwards D
202680,80635,MATH,230.00,Euclidean & Non-Euclidean Geom,0.5,4.0,,MWF,09:10,10:00,,,16,Schumacher C
202680,80636,MATH,327.00,Number Theory Seminar,0.5,4.0,,TR,09:40,11:00,,,16,Holdener J
202680,80637,MATH,333.00,Ordinary Differential Equation,0.5,4.0,,MWF,14:10,15:00,,,25,Edwards D
202680,80638,MATH,336.00,Probability,0.5,4.0,,MWF,11:10,12:00,,,20,Hartlaub B
202680,80639,MATH,341.00,Real Analysis I,0.5,4.0,,MWF,10:10,11:00,,,16,Schumacher C
202680,80640,MATH,347.00,Mathematical Models,0.5,4.0,,MWF,10:10,11:00,,,16,Gee M
202680,80641,MATH,480.01,Sr Seminar in Mathematics,0.25,2.0,,MWF,15:10,16:00,,,36,Holdener J
202680,80642,MATH,480.02,Sr Seminar in Mathematics,0.25,2.0,,MWF,15:10,16:00,,,12,Gee M
202680,80643,MATH,480.03,Sr Seminar in Mathematics,0.25,2.0,,MWF,15:10,16:00,,,12,Leatherman E
202680,80021,MLL,100.00,2nd Lang Acquisition & Teach,0.25,2.0,,T,09:40,11:00,,,18,Malone M
202680,80618,MUSC,101.00,Basic Musicianship,0.5,4.0,,MWF,10:10,11:00,,,27,Locke B
202680,80617,MUSC,102.00,Musical Style,0.5,4.0,,TR,09:40,11:00,,,23,Heuchemer D
202680,80619,MUSC,121Y.00,Music Theory,0.5,4.0,,W,08:10,09:00,MWF,0910-1000,27,Buehrer T
202680,80620,MUSC,124.00,Intro to Computer Music,0.5,4.0,,MWF,11:10,12:00,,,25,Feller R
202680,80621,MUSC,204.00,Musc Hist: 19th Century,0.5,4.0,,TR,14:40,16:00,,,12,Sanders R
202680,80377,MUSC,206D.00,Seminar in Ethnomusicology,0.5,4.0,,TR,13:10,14:30,,,8,Mendonca M
202680,80622,MUSC,207.00,Music & African American Exp,0.5,4.0,,W,19:00,22:00,,,12,Sanders R
202680,80623,MUSC,224.00,Songwriting,0.5,4.0,,MWF,13:10,14:00,,,20,Feller R
202680,80655,MUSC,302D.00,History of Jazz,0.5,4.0,,M,19:00,22:00,,,8,Heuchemer D
202680,80292,MUSC,471.00,Kenyon Community Choir,0.25,2.0,,W,19:30,21:45,,,50,Locke B
202680,80295,MUSC,472.00,Knox County Symphony,0.25,2.0,,M,19:30,21:30,,,30,Locke B
202680,80294,MUSC,473.00,Kenyon College Chamber Singers,0.25,2.0,,TR,12:00,13:00,MWF,1210-1300,55,Locke B
202680,80219,MUSC,475.00,Flute Choir,0.25,2.0,,,,,,,10,Packard J
202680,80098,MUSC,477.00,String Chamber Ensemble,0.13,2.0,,,,,,,10,Biava L
202680,80123,MUSC,478.00,Guitar Ensemble,0.13,2.0,,,,,,,10,Downs K
202680,80163,MUSC,479.01,Symphonic Wind Ensemble,0.13,2.0,,T,12:00,13:00,R,1900-2100,45,Heuchemer D
202680,80293,MUSC,480.00,Instrumental Jazz Ensemble,0.13,2.0,,R,12:10,13:00,T,1900-2100,30,Buehrer T
202680,80184,MUSC,482.01,Percussion Ensemble,0.13,2.0,,,,,,,10,Lindroth J
202680,80205,MUSC,483.00,Opera & Music Theater Wrkshp,0.13,2.0,,MR,16:15,17:45,,,25,Marcellana J
202680,80214,MUSC,485.00,Asian Music Ensemble,0.25,2.0,,R,12:10,13:00,T,1900-2100,12,Mendonca M
202680,80283,MUSC,486.00,Harp Ensemble,0.13,2.0,,,,,,,10,Thompson J
202680,80136,MUSC,487.00,Saxophone Ensemble,0.13,2.0,,,,,,,10,Dunne L
202680,80093,MUSC,488.00,Brass Ensemble,0.13,2.0,,,,,,,10,Bell S
202680,80250,MUSC,489.00,Bluegrass Ensemble,0.13,2.0,,,,,,,12,Powers C
202680,80063,MUSC,497Y.00,Senior Honors,0.5,4.0,,,,,,,5,Mendonca M
202680,80146,NEUR,212.00,Neuroscience,0.5,4.0,,MWF,09:10,10:00,,,20,Rudolph L
202680,80148,NEUR,250.00,Research Design & Analysis,0.5,4.0,,WF,14:10,15:30,,,16,White A
202680,80151,NEUR,307.00,Sensory Processes,0.5,4.0,,TR,09:40,11:00,,,20,Rudolph L
202680,80153,NEUR,385.00,Research in Neuroscience,0.25,2.0,,MWF,12:10,13:00,,,12,Rudolph L
202680,80155,NEUR,471.01,Current Topics in Neuroscience,0.5,4.0,,M,13:10,16:00,,,8,McFarlane H
202680,80157,NEUR,471.02,Current Topics in Neuroscience,0.5,4.0,,TR,08:10,09:30,,,8,Petersen S
202680,80064,NEUR,497Y.00,Senior Honors,0.5,4.0,,,,,,,5,Petersen S
202680,80001,PHIL,100.00,Introduction to Philosophy,0.5,4.0,,TR,09:40,11:00,,,25,Bradner A
202680,80006,PHIL,200.00,Ancient Philosophy,0.5,4.0,,MWF,09:10,10:00,,,25,Lottenbach H
202680,80004,PHIL,201.00,Symbolic Logic,0.5,4.0,,MWF,10:10,11:00,,,25,Richeimer J
202680,80595,PHIL,205.00,Faith & Reason Medieval Phil,0.5,4.0,,MWF,11:10,12:00,,,25,Waller R
202680,80594,PHIL,209.00,Feminist Philosophy,0.5,4.0,,WF,14:10,15:30,,,25,Waller R
202680,80007,PHIL,214.00,German Idealism,0.5,4.0,,MWF,12:10,13:00,,,25,Lottenbach H
202680,80010,PHIL,225.00,Existentialism,0.5,4.0,,TR,14:40,16:00,,,20,DePascuale J
202680,80005,PHIL,340.00,Sartre & Merleau-Ponty,0.5,4.0,,MWF,13:10,14:00,,,20,Richeimer J
202680,80003,PHIL,405.00,Epistemology Seminar,0.5,4.0,,T,19:00,22:00,,,10,Richeimer J
202680,80008,PHIL,450.00,Senior Philosophy Workshop,0.5,4.0,,R,19:00,22:00,,,20,Bradner A
202680,80011,PHIL,497.00,Senior Honors,0.25,2.0,,,,,,,5,DePascuale J
202680,80345,PHYS,103.00,Creating with Gadgets,0.25,2.0,,R,13:10,16:00,,,16,Giblin T
202680,80346,PHYS,107.00,Astronomy: Stars & Galaxies,0.5,4.0,,MWF,14:10,15:00,,,48,Turner P Schumacher B
202680,80411,PHYS,130.00,General Physics I,0.5,4.0,,MWF,11:10,12:00,,,48,Peiris F
202680,80412,PHYS,131.01,Intro to Exp. Physics I,0.25,2.0,,M,13:10,16:00,,,12,Giblin T
202680,80413,PHYS,131.02,Intro to Exp. Physics I,0.25,2.0,,T,13:10,16:00,,,12,Schumacher B
202680,80414,PHYS,131.03,Intro to Exp. Physics I,0.25,2.0,,W,13:10,16:00,,,12,Reinhard A
202680,80415,PHYS,140.00,Classical Physics,0.5,4.0,,MWF,10:10,11:00,,,48,Reinhard A
202680,80416,PHYS,141.01,First-Year Seminar in Physics,0.25,2.0,,W,19:00,22:00,,,14,Peiris F
202680,80417,PHYS,141.02,First-Year Seminar in Physics,0.25,2.0,,R,13:10,16:00,,,14,Peiris F
202680,80418,PHYS,240.00,Fields and Spacetime,0.5,4.0,,MWF,10:10,11:00,,,24,Wade L
202680,80419,PHYS,241.01,Fields & Spacetime Lab,0.25,2.0,,W,19:00,22:00,,,10,Sullivan T
202680,80420,PHYS,241.02,Fields & Spacetime Lab,0.25,2.0,,R,13:10,16:00,,,10,Loveland G
202680,80421,PHYS,310.00,Research in Physics,0.25,2.0,,,,,,,20,Turner P
202680,80422,PHYS,311.00,Research in Physics,0.5,4.0,,,,,,,10,Turner P
202680,80423,PHYS,340.00,Classical Mechanics,0.5,4.0,,MWF,09:10,10:00,,,16,Wade L
202680,80424,PHYS,360.01,Quantum Mechanics,0.5,4.0,,MWF,11:10,12:00,,,10,Wade M
202680,80425,PHYS,360.02,Quantum Mechanics,0.5,4.0,,MWF,13:10,14:00,,,10,Wade M
202680,80426,PHYS,380.00,Electronics I,0.25,2.0,,R,13:10,16:00,,,19,Turner P Sullivan T
202680,80427,PHYS,381.00,Electronics II,0.25,2.0,,T,13:10,16:00,,,19,Turner P Sullivan T
202680,80065,PHYS,497Y.00,Senior Honors,0.5,4.0,,,,,,,5,Reinhard A
202680,80392,PSCI,101Y.01,The Quest for Justice,0.5,4.0,,MWF,14:10,15:00,,,20,Leibowitz L
202680,80393,PSCI,101Y.02,The Quest for Justice,0.5,4.0,,MWF,15:10,16:00,,,20,Leibowitz D
202680,80394,PSCI,101Y.03,The Quest for Justice,0.5,4.0,,TR,09:40,11:00,,,20,Baumann F
202680,80395,PSCI,101Y.04,The Quest for Justice,0.5,4.0,,TR,14:40,16:00,,,20,Baumann F
202680,80396,PSCI,101Y.05,The Quest for Justice,0.5,4.0,,TR,13:10,14:30,,,20,Spiekerman T
202680,80397,PSCI,200.00,Liberal Democracy in America,0.5,4.0,,MWF,10:10,11:00,,,30,McGee Z
202680,80398,PSCI,220.01,Classical Quest for Justice,0.5,4.0,,MWF,12:10,13:00,,,30,Leibowitz D
202680,80399,PSCI,220.02,Classical Quest for Justice,0.5,4.0,,MWF,13:10,14:00,,,30,Leibowitz D
202680,80402,PSCI,240.00,Modern Democracy,0.5,4.0,,WF,08:40,10:00,,,25,Camerra-Rowe P
202680,80400,PSCI,260.01,International Relations,0.5,4.0,,TR,09:40,11:00,,,25,Rowe D
202680,80401,PSCI,260.02,International Relations,0.5,4.0,,TR,13:10,14:30,,,25,McAllister J
202680,80403,PSCI,303.00,Campaigns and Elections,0.5,4.0,,WF,14:10,15:30,,,20,McGee Z
202680,80404,PSCI,310.00,Public Policy,0.5,4.0,,MWF,11:10,12:00,,,25,McGee Z
202680,80576,PSCI,345.00,European Union Politics,0.5,4.0,,WF,14:10,15:30,,,20,Camerra-Rowe P
202680,80408,PSCI,432.00,The Idea of Community,0.5,4.0,,W,19:00,22:00,,,15,Spiekerman T
202680,80405,PSCI,441.00,Latin Am Politics Film & Fic,0.5,4.0,,T,19:00,22:00,,,15,Powers N
202680,80409,PSCI,470.00,"Power, States and Markets",0.5,4.0,,T,19:00,22:00,,,15,Rowe D
202680,80410,PSCI,476.00,Rules for the World,0.5,4.0,,TR,09:40,11:00,,,15,McAllister J
202680,80406,PSCI,495.00,Issues in Policy & Politics,0.5,4.0,,TR,13:10,14:30,,,15,Powers N
202680,80066,PSCI,497Y.00,Senior Honors,0.5,4.0,,,,,,,5,Dr. Staff
202680,80347,PSYC,100.01,Introduction to Psychology,0.5,4.0,,MWF,12:10,13:00,,,35,Stevenson M
202680,80348,PSYC,100.02,Introduction to Psychology,0.5,4.0,,TR,13:10,14:30,,,35,Engell A
202680,80349,PSYC,100.03,Introduction to Psychology,0.5,4.0,,TR,14:40,16:00,,,35,Engell A
202680,80350,PSYC,200.01,Stat Analysis in Psychology,0.5,4.0,,TR,09:40,11:00,,,15,Murnen S
202680,80351,PSYC,200.02,Stat Analysis in Psychology,0.5,4.0,,TR,13:10,14:30,,,15,Krieg D
202680,80577,PSYC,206.00,Psychology of Language,0.5,4.0,,MWF,13:10,14:00,,,20,Payne T
202680,80353,PSYC,208.00,Drugs and Behavior,0.5,4.0,,TR,13:10,14:30,,,20,Millin-Lipnos P
202680,80354,PSYC,210.00,"Social Mind, Social Brain",0.5,4.0,,TR,08:10,09:30,,,20,Engell A
202680,80355,PSYC,221.00,Adult Psychopath & Soc Suffrng,0.5,4.0,,TR,08:10,09:30,,,20,López I
202680,80356,PSYC,223.00,Child Development,0.5,4.0,,MWF,09:10,10:00,,,20,Jones C
202680,80357,PSYC,224.00,Educational Psychology,0.5,4.0,,TR,09:40,11:00,,,20,Krieg D
202680,80359,PSYC,225.00,Social Psychology,0.5,4.0,,WF,14:10,15:30,,,20,Stevenson M
202680,80578,PSYC,231.00,Positive Psychology,0.5,4.0,,MWF,11:10,12:00,,,20,Dickens L
202680,80361,PSYC,250.01,Research Methods in Psychology,0.5,4.0,,MWF,10:10,11:00,,,15,Stevenson M
202680,80362,PSYC,250.02,Research Methods in Psychology,0.5,4.0,,MWF,12:10,13:00,,,15,Ewell P
202680,80363,PSYC,333.00,Media Psychology,0.5,4.0,,MWF,14:10,15:00,,,15,Ewell P
202680,80364,PSYC,350.00,Psychology in Context,0.5,4.0,,M,13:10,16:00,,,8,Krieg D
202680,80365,PSYC,360.00,Multicultural Identities,0.5,4.0,,WF,14:10,15:30,,,15,Jones C
202680,80366,PSYC,450.00,Adv Research Psychology Lab,0.25,4.0,,,,,,,0,Payne T
202680,80367,PSYC,475.01,Psychology Senior Seminar,0.5,4.0,,M,13:10,16:00,,,10,López I
202680,80368,PSYC,475.02,Psychology Senior Seminar,0.5,4.0,,M,13:10,16:00,,,10,Dickens L
202680,80369,PSYC,475.03,Psychology Senior Seminar,0.5,4.0,,TR,14:40,16:00,,,10,Murnen S
202680,80370,PSYC,475.04,Psychology Senior Seminar,0.5,4.0,,TR,14:40,16:00,,,10,Millin-Lipnos P
202680,80067,PSYC,497Y.00,Senior Honors,0.5,4.0,,,,,,,7,Payne T
202680,80304,RLST,102.00,1st Yr Sem: Encounter Religion,0.5,4.0,,W,19:00,22:00,,,12,Schubel V
202680,80298,RLST,103.00,"Religion, Gender, & Sexuality",0.5,4.0,,WF,14:10,15:30,,,20,Dalton K
202680,80302,RLST,120.00,Faith of Christians,0.5,4.0,,TR,13:10,14:30,,,20,Maldonado Rivera D
202680,80303,RLST,140.00,Intro to Islamic Tradition,0.5,4.0,,TR,14:40,16:00,,,20,Schubel V
202680,80296,RLST,160.00,Buddhist Thought and Practice,0.5,4.0,,TR,09:40,11:00,,,20,Brennan J
202680,80299,RLST,165.00,Jew-ish in a Modern World,0.5,4.0,,MWF,10:10,11:00,,,20,Dalton K
202680,80300,RLST,345.00,Religion for Robots,0.5,4.0,,M,13:10,16:00,,,12,Dalton K
202680,80573,RLST,391.00,"ST: Atten,Meditation,Mysticism",0.5,4.0,,TR,14:40,16:00,,,15,Brennan J
202680,80301,RLST,490.00,Senior Seminar,0.5,4.0,,TR,08:10,09:30,,,10,Maldonado Rivera D
202680,80500,RUSS,111Y.00,Intensive Intro Russian,0.75,6.0,,MTWRF,12:10,13:00,,,15,McGavran J
202680,80502,RUSS,213Y.00,Intermediate Russian,0.5,4.0,,MWF,14:10,15:00,,,8,Aydinyan A
202680,80504,RUSS,325.00,Russian Poetry & Poetics,0.5,4.0,,TR,14:40,16:00,,,8,McGavran J
202680,80382,SOCY,102.00,Social Dreamers,0.5,4.0,,MWF,10:10,11:00,,,12,McCarthy G
202680,80383,SOCY,103.00,Society and Culture,0.5,4.0,,MWF,11:10,12:00,,,20,Cottingham M
202680,80384,SOCY,106.00,Soc Issues/Cultrl Intersection,0.5,4.0,,MWF,14:10,15:00,,,20,Kohlman M
202680,80385,SOCY,108.00,Public Life,0.5,4.0,,TR,13:10,14:30,,,20,Villegas C
202680,80386,SOCY,232.00,Sexual Harassment,0.5,4.0,,MWF,11:10,12:00,,,20,Kohlman M
202680,80387,SOCY,234.00,Sociology of Rural America,0.5,4.0,,MWF,10:10,11:00,,,20,Theis N
202680,80388,SOCY,238.00,Environmental Sociology,0.5,4.0,,TR,09:40,11:00,,,20,Theis N
202680,80389,SOCY,271.00,Methods of Social Research,0.5,4.0,,TR,13:10,14:30,,,20,Theis N
202680,80390,SOCY,361.00,Classical Social Theory,0.5,4.0,,M,19:00,22:00,,,10,McCarthy G
202680,80391,SOCY,490.00,Senior Seminar in Sociology,0.5,4.0,,WF,08:40,10:00,,,20,Cottingham M
202680,80068,SOCY,497.00,Senior Honors,0.5,4.0,,,,,,,5,Cottingham M
202680,80571,SPAN,391.01,ST: Fighting Fascism in Spain,0.5,4.0,,,,,,,18,del Río Arrillaga D
202680,80574,SPAN,391.02,ST: Env Catastroph L Amer Lit,0.5,4.0,,,,,,,18,Couso Diaz S
202680,80644,STAT,106.01,Elements of Statistics,0.5,4.0,,MWF,09:10,10:00,,,25,Leatherman E
202680,80645,STAT,106.02,Elements of Statistics,0.5,4.0,,MWF,10:10,11:00,,,25,Snipes M
202680,80646,STAT,106.03,Elements of Statistics,0.5,4.0,,MWF,13:10,14:00,,,25,Jones B
202680,80648,STAT,206.00,Data Analysis,0.5,4.0,,MWF,12:10,13:00,,,25,Hartlaub B
202680,80649,STAT,226.00,Stat Computing with R,0.5,4.0,,MWF,09:10,10:00,,,25,Jones B
